,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,Date
140,Haiti,13353,0,271,0,12414,0,668,0,1159,24,60085,5214,11523184,North America,2021-05-16
141,Togo,13265,0,125,0,11882,0,1258,0,1570,15,322535,38186,8446480,Africa,2021-05-16
142,Belize,12714,0,323,0,12337,0,54,1,31480,800,124603,308514,403881,North America,2021-05-16
143,Curaçao,12249,0,119,0,12065,0,65,18,74382,723,103551,628813,164677,North America,2021-05-16
144,Suriname,11828,0,224,0,10184,0,1420,29,20007,379,55432,93762,591199,South America,2021-05-16
145,Hong Kong,11825,3,210,0,11525,3,90,2,1566,28,14841321,1965778,7549846,Asia,2021-05-16
146,Martinique,11736,0,90,0,98,0,11548,24,31295,240,170302,454125,375011,North America,2021-05-16
147,Djibouti,11434,20,151,0,11266,0,17,0,11429,151,154011,153940,1000461,Africa,2021-05-16
148,Congo,11343,0,148,0,8208,0,2987,0,2013,26,141948,25188,5635467,Africa,2021-05-16
149,Bahamas,11024,0,216,0,9967,0,841,5,27803,545,91550,230891,396508,North America,2021-05-16
150,Aruba,10849,0,104,0,10649,0,96,14,101241,971,157193,1466900,107160,North America,2021-05-16
151,Lesotho,10790,8,320,0,6427,0,4043,0,5002,148,87981,40788,2157010,Africa,2021-05-16
152,South Sudan,10652,0,115,0,10462,0,75,0,942,10,159088,14069,11307657,Africa,2021-05-16
153,Seychelles,9184,0,32,0,6413,0,2739,0,92883,324,21504,217482,98877,Africa,2021-05-16
154,Benin,7995,0,101,0,7652,0,242,35,645,8,595112,48003,12397467,Africa,2021-05-16
155,Equatorial Guinea,7694,0,112,0,7279,0,303,7,5333,78,123169,85374,1442699,Africa,2021-05-16
156,Nicaragua,7086,0,184,0,4225,0,2677,0,1059,27,0,0,6692974,North America,2021-05-16
157,CAR,6866,0,95,0,5112,0,1659,2,1401,19,40907,8344,4902527,Africa,2021-05-16
158,Yemen,6543,5,1289,4,3023,9,2231,23,215,42,36546,1202,30394199,Asia,2021-05-16
159,Iceland,6537,0,29,0,6445,0,63,3,19049,85,622370,1813596,343169,Europe,2021-05-16
160,Gambia,5940,0,175,0,5674,0,91,3,2400,71,76379,30857,2475268,Africa,2021-05-16
161,Niger,5330,0,192,0,4953,0,185,2,214,8,102163,4093,24960694,Africa,2021-05-16
162,San Marino,5083,0,90,0,4968,0,25,4,149531,2648,63241,1860412,33993,Europe,2021-05-16
163,Chad,4901,0,173,0,4678,0,50,0,291,10,116600,6927,16832599,Africa,2021-05-16
164,Saint Lucia,4818,0,75,0,4516,0,227,2,26134,407,43118,233883,184357,North America,2021-05-16
165,Timor-Leste,4458,179,10,2,2336,69,2112,0,3326,7,84840,63304,1340190,Asia,2021-05-16
166,Burundi,4329,39,6,0,773,0,3550,0,355,5,279132,22887,12196263,Africa,2021-05-16
167,Vietnam,4175,190,36,0,2668,0,1471,0,43,4,3091540,31514,98099586,Asia,2021-05-16
168,Sierra Leone,4107,4,79,0,3104,3,924,0,506,10,153257,18880,8117392,Africa,2021-05-16
169,Channel Islands,4057,0,86,0,3956,0,15,0,23149,491,454413,2592868,175255,Europe,2021-05-16
170,Barbados,3965,0,46,0,3917,0,2,0,13783,160,162444,564667,287681,North America,2021-05-16
171,Comoros,3863,0,146,0,3699,0,18,0,4362,165,0,0,885629,Africa,2021-05-16
172,Eritrea,3844,0,12,0,3654,0,178,0,1071,3,23693,6602,3589002,Africa,2021-05-16
173,Guinea-Bissau,3746,0,67,0,3438,0,241,9,1865,33,65627,32679,2008213,Africa,2021-05-16
174,Liechtenstein,2985,1,58,0,2887,0,40,3,78094,1517,39109,1023180,38223,Europe,2021-05-16
175,New Zealand,2646,1,26,0,2601,0,19,0,529,5,2080353,415896,5002100,Australia/Oceania,2021-05-16
176,Monaco,2493,0,32,0,2434,0,27,1,63139,810,51953,1315799,39484,Europe,2021-05-16
177,Bermuda,2466,0,32,0,2250,0,184,7,39725,515,253555,4084524,62077,North America,2021-05-16
178,Turks and Caicos,2404,0,17,0,2365,0,22,2,61372,434,65926,1683031,39171,North America,2021-05-16
179,Sao Tome and Principe,2327,0,35,0,2274,0,18,0,10450,157,12999,58374,222684,Africa,2021-05-16
180,Sint Maarten,2282,0,27,0,2223,0,32,2,52703,624,26880,620800,43299,North America,2021-05-16
181,Liberia,2114,0,85,0,1962,0,67,2,410,16,97875,18966,5160456,Africa,2021-05-16
182,St. Vincent Grenadines,1932,0,12,0,1769,0,151,2,17367,108,46829,420946,111247,North America,2021-05-16
183,Saint Martin,1773,0,12,0,1399,0,362,7,45187,306,27588,703112,39237,North America,2021-05-16
184,Taiwan,1682,207,12,0,1116,0,554,0,71,5,571259,23948,23854313,Asia,2021-05-16
185,Caribbean Netherlands,1594,0,17,0,1558,0,19,0,60299,643,10072,381010,26435,North America,2021-05-16
186,Laos,1591,21,2,0,574,19,1015,0,216,3,221480,30063,7367128,Asia,2021-05-16
187,Isle of Man,1590,0,29,0,1557,0,4,1,18613,339,44761,523986,85424,Europe,2021-05-16
188,Bhutan,1286,7,1,0,1155,1,130,0,1651,1,745825,957431,778986,Asia,2021-05-16
189,Mauritius,1282,0,17,0,1134,0,131,0,1007,13,358675,281622,1273606,Africa,2021-05-16
190,Antigua and Barbuda,1241,0,33,0,1179,0,29,4,12582,335,16700,169313,98634,North America,2021-05-16
191,St. Barth,974,0,1,0,462,0,511,0,98354,101,26385,2664344,9903,North America,2021-05-16
192,Faeroe Islands,670,0,1,0,663,0,6,0,13666,20,259694,5297175,49025,Europe,2021-05-16
193,Cayman Islands,565,0,2,0,547,0,16,0,8510,30,93583,1409552,66392,North America,2021-05-16
194,Tanzania,509,0,21,0,183,0,305,7,8,3,0,0,61202560,Africa,2021-05-16
195,Wallis and Futuna,445,0,7,0,436,0,2,1,40210,633,17264,1559953,11067,Australia/Oceania,2021-05-16
196,British Virgin Islands,248,0,1,0,209,0,38,0,8156,33,39777,1308196,30406,North America,2021-05-16
197,Brunei ,232,0,3,0,220,0,9,0,526,7,123068,278991,441118,Asia,2021-05-16
198,Dominica,178,0,0,0,176,0,2,0,2467,0,15844,219622,72142,North America,2021-05-16
199,Fiji,172,4,4,0,119,10,49,0,191,4,70792,78475,902093,Australia/Oceania,2021-05-16
200,New Caledonia,124,0,0,0,58,0,66,0,431,0,32150,111678,287882,Australia/Oceania,2021-05-16
201,Anguilla,109,0,0,0,95,0,14,0,7209,0,21728,1437132,15119,North America,2021-05-16
202,Vatican City,27,0,0,0,15,0,12,0,33624,0,0,0,803,Europe,2021-05-16
203,Western Sahara,10,0,1,0,8,0,1,0,16,2,0,0,610031,Africa,2021-05-16
204,Samoa,3,0,0,0,2,0,1,0,15,0,0,0,199560,Australia/Oceania,2021-05-16
205,China,90847,18,4636,0,85920,6,291,1,63,3,160000000,111163,1439323776,Asia,2021-05-16
206,Tajikistan,13308,0,90,0,13218,0,0,0,1369,9,0,0,9722925,Asia,2021-05-16
207,Gibraltar,4286,0,94,0,4192,3,0,0,127249,2791,244039,7245383,33682,Europe,2021-05-16
208,Diamond Princess,712,0,13,0,699,0,0,0,0,0,0,0,0,Ship,2021-05-16
209,Grenada,161,0,1,0,160,0,0,0,1425,9,28684,253892,112977,North America,2021-05-16
210,Montserrat,20,0,1,0,19,0,0,0,4004,200,1408,281882,4995,North America,2021-05-16
211,MS Zaandam,9,0,2,0,7,0,0,0,0,0,0,0,0,Ship,2021-05-16
212,Vanuatu,4,0,1,0,3,0,0,0,13,3,23000,73400,313351,Australia/Oceania,2021-05-16
213,Falkland Islands,63,0,0,0,63,0,0,0,17662,0,7258,2034763,3567,South America,2021-05-16
214,Macao,49,0,0,0,49,0,0,0,75,0,4483,6823,657015,Asia,2021-05-16
215,Saint Kitts and Nevis,45,0,0,0,45,0,0,0,841,0,14008,261705,53526,North America,2021-05-16
216,Greenland,31,0,0,0,31,0,0,0,545,0,20669,363532,56856,North America,2021-05-16
217,Saint Pierre Miquelon,25,0,0,0,25,0,0,0,4334,0,5318,921824,5769,North America,2021-05-16
218,Solomon Islands,20,0,0,0,20,0,0,0,29,0,4500,6415,701442,Australia/Oceania,2021-05-16
219,Marshall Islands,4,0,0,0,4,0,0,0,67,0,0,0,59537,Australia/Oceania,2021-05-16
220,Saint Helena,2,0,0,0,2,0,0,0,328,0,0,0,6093,Africa,2021-05-16
221,Micronesia,1,0,0,0,1,0,0,0,9,0,0,0,116070,Australia/Oceania,2021-05-16
0,USA,33718260,2309,600174,27,27137693,1673,5980393,7969,101349,1804,466090176,1400949,332696143,North America,2021-05-17
1,India,25167802,202877,276947,2536,21492926,325317,3397929,8944,18083,199,316423658,227344,1391827403,Asia,2021-05-17
2,Brazil,15627475,0,435823,0,14097287,0,1094365,8318,73068,2038,47073060,220094,213877218,South America,2021-05-17
3,France,5877787,0,107616,0,5116705,0,653466,4255,89875,1646,81239297,1242197,65399664,Europe,2021-05-17
4,Turkey,5117374,0,44760,0,4947256,0,125358,2468,60113,526,50869896,597558,85129663,Asia,2021-05-17
5,Russia,4949573,9328,116211,340,4563254,7181,270108,2300,33904,796,133800000,916507,145989144,Europe,2021-05-17
6,UK,4452756,1979,127684,5,4279267,2060,45805,124,65292,1872,170156171,2495061,68197203,Europe,2021-05-17
7,Italy,4162576,3455,124296,140,3715389,9305,322891,1754,68935,2058,63021591,1043679,60384095,Europe,2021-05-17
8,Spain,3604799,0,79339,0,3297340,0,228120,1899,77074,1696,47213067,1009460,46770603,Europe,2021-05-17
9,Germany,3604053,1114,86756,25,3300700,14300,216597,4123,42896,1033,58093759,691445,84017867,Europe,2021-05-17
10,Argentina,3307285,0,70522,0,2952599,0,284164,5538,72596,1548,12399366,272171,45557248,South America,2021-05-17
11,Colombia,3118426,0,81300,0,2917584,0,119542,6582,60722,1583,15925025,310095,51355369,South America,2021-05-17
12,Poland,2855190,1109,71675,11,2605703,4729,177812,1572,75513,1896,15184082,401585,37810373,Europe,2021-05-17
13,Iran,2765485,14319,77222,286,2242023,15901,446240,5264,32562,909,18151487,213726,84928868,Asia,2021-05-17
14,Mexico,2381923,1233,220433,53,1901322,1580,260168,4798,18307,1694,6852082,52663,130112930,North America,2021-05-17
15,Ukraine,2156000,2136,48184,109,1864593,6869,243223,177,49559,1108,9841788,226228,43503769,Europe,2021-05-17
16,Peru,1889052,0,66220,0,1720665,0,102167,2680,56607,1984,12091820,362339,33371555,South America,2021-05-17
17,Indonesia,1744045,4295,48305,212,1606611,5754,89129,0,6318,175,15528037,56252,276043430,Asia,2021-05-17
18,Czechia,1653099,257,29913,6,1596931,24,26255,250,154116,2789,21389353,1994097,10726335,Europe,2021-05-17
19,South Africa,1613728,0,55210,0,1524352,0,34166,546,26914,921,11115048,185375,59959712,Africa,2021-05-17
20,Netherlands,1600993,2829,17456,7,1377879,8272,205658,673,93255,1017,13524699,787786,17167986,Europe,2021-05-17
21,Canada,1331303,2721,24960,12,1237087,3800,69256,1344,35006,656,33482165,880400,38030617,North America,2021-05-17
22,Chile,1286548,0,27832,0,1220351,0,38365,2954,66802,1445,13947396,724192,19259250,South America,2021-05-17
23,Philippines,1149925,5979,19262,72,1076428,6602,54235,1819,10374,174,12660106,114209,110850579,Asia,2021-05-17
24,Iraq,1142925,3552,15995,41,1050687,5447,76243,481,27872,390,9897459,241368,41005620,Asia,2021-05-17
25,Romania,1072291,392,29571,48,1026299,1154,16421,753,56067,1546,8689588,454350,19125336,Europe,2021-05-17
26,Sweden,1037126,0,14275,0,892260,0,130591,306,102138,1406,9481745,933775,10154202,Europe,2021-05-17
27,Belgium,1031923,1852,24709,23,910652,0,96562,616,88702,2124,13287222,1142137,11633650,Europe,2021-05-17
28,Pakistan,880362,3232,19617,74,792522,3754,68223,4443,3919,87,12480767,55564,224617789,Asia,2021-05-17
29,Portugal,842381,199,17009,2,803191,291,22181,72,82824,1672,11165909,1097850,10170705,Europe,2021-05-17
30,Israel,839119,0,6382,0,832072,0,665,71,91232,694,14487253,1575114,9197590,Asia,2021-05-17
31,Hungary,798573,426,29213,38,630976,5888,138384,258,82849,3031,5649027,586066,9638898,Europe,2021-05-17
32,Bangladesh,780857,698,12181,32,723094,1058,45582,1139,4701,73,5718063,34421,166119101,Asia,2021-05-17
33,Jordan,725258,1104,9276,17,710445,0,5537,729,70472,901,6972177,677476,10291397,Asia,2021-05-17
34,Serbia,707033,575,6696,15,679256,2121,21081,93,81207,769,4018840,461587,8706580,Europe,2021-05-17
35,Japan,683175,5263,11508,45,595177,5133,76490,1227,5416,91,13122469,104033,126137802,Asia,2021-05-17
36,Switzerland,682160,2650,10736,5,621695,1400,49729,183,78321,1233,7338506,842556,8709819,Europe,2021-05-17
37,Austria,637573,476,10480,6,617307,1159,9786,293,70440,1158,36531447,4036073,9051236,Europe,2021-05-17
38,UAE,547411,1229,1633,2,527519,1217,18259,0,54771,163,47061854,4708795,9994457,Asia,2021-05-17
39,Lebanon,535954,201,7631,11,500872,3674,27451,323,78832,1122,4206316,618694,6798700,Asia,2021-05-17
40,Morocco,514944,0,9098,0,503181,0,2665,96,13809,244,6380889,171108,37291548,Africa,2021-05-17
41,Malaysia,474556,4446,1947,45,429103,2784,43506,522,14500,59,10573102,323070,32727008,Asia,2021-05-17
42,Nepal,464218,9198,5215,214,345523,5767,113480,0,15687,176,2792673,94372,29592220,Asia,2021-05-17
43,Saudi Arabia,433980,886,7174,12,418914,1127,7892,1377,12299,203,18032171,511037,35285426,Asia,2021-05-17
44,Bulgaria,414192,0,17259,0,362475,0,34458,499,60005,2500,2668212,386549,6902641,Europe,2021-05-17
45,Ecuador,410129,0,19699,0,354499,0,35931,587,22943,1102,1368816,76572,17876097,South America,2021-05-17
46,Slovakia,387659,136,12238,14,371004,109,4417,192,70974,2241,2765568,506333,5461953,Europe,2021-05-17
47,Belarus,377532,1191,2711,10,367840,743,6981,0,39965,287,6105215,646287,9446606,Europe,2021-05-17
48,Greece,377090,0,11415,0,338571,0,27104,656,36334,1100,8856180,853320,10378501,Europe,2021-05-17
49,Panama,370877,0,6296,0,359214,0,5367,105,84794,1439,2524764,577242,4373839,North America,2021-05-17
50,Kazakhstan,360193,2089,4073,19,317741,1738,38379,221,18985,215,10749824,566607,18972287,Asia,2021-05-17
51,Croatia,350506,116,7738,30,337475,1025,5293,173,85843,1895,1929591,472579,4083105,Europe,2021-05-17
52,Bolivia,332567,1051,13517,24,271690,1224,47360,200,28156,1144,1309771,110889,11811601,South America,2021-05-17
53,Georgia,330879,504,4469,27,310859,2038,15551,0,83084,1122,4591316,1152881,3982471,Asia,2021-05-17
54,Azerbaijan,329843,0,4779,0,314900,0,10164,0,32278,468,3384053,331158,10218835,Asia,2021-05-17
55,Tunisia,326572,0,11849,0,287644,0,27079,445,27382,994,1387361,116327,11926362,Africa,2021-05-17
56,Paraguay,313527,0,7596,0,260339,0,45592,582,43492,1054,1194232,165663,7208824,South America,2021-05-17
57,Palestine,303827,0,3428,0,292523,0,7876,78,58380,659,1790483,344041,5204277,Asia,2021-05-17
58,Kuwait,291629,0,1693,0,277820,0,12116,186,67421,391,2460103,568742,4325517,Asia,2021-05-17
59,Costa Rica,282741,0,3547,0,221903,0,57291,489,55065,691,1093074,212881,5134663,North America,2021-05-17
60,Dominican Republic,277919,731,3589,7,234098,268,40232,294,25398,328,1483386,135559,10942699,North America,2021-05-17
61,Denmark,267339,836,2503,1,251665,714,13171,29,46014,431,47223277,8127915,5810011,Europe,2021-05-17
62,Ethiopia,266264,0,3996,0,219566,0,42702,582,2267,34,2652558,22588,117432264,Africa,2021-05-17
63,Lithuania,266063,504,4112,7,240079,164,21872,178,98946,1529,3111213,1157026,2688974,Europe,2021-05-17
64,Ireland,256032,360,4941,0,238297,419,12794,42,51352,991,4729538,948596,4985829,Europe,2021-05-17
65,Moldova,253845,0,6027,0,244857,0,2961,149,63055,1497,1048032,260331,4025764,Europe,2021-05-17
66,Slovenia,249424,113,4327,3,237630,206,7467,122,119962,2081,1232247,592658,2079188,Europe,2021-05-17
67,Egypt,245721,0,14327,0,181478,0,49916,90,2362,138,2715258,26105,104011195,Africa,2021-05-17
68,Guatemala,241369,0,7887,0,221298,0,12184,5,13259,433,1345112,73893,18203514,North America,2021-05-17
69,Uruguay,240512,0,3459,0,209338,0,27715,499,69029,993,2005217,575510,3484241,South America,2021-05-17
70,Honduras,226719,755,5960,6,82602,41,138157,536,22578,594,679008,67619,10041602,North America,2021-05-17
71,Armenia,220927,67,4333,10,208899,445,7695,0,74434,1460,1039050,350075,2968081,Asia,2021-05-17
72,Venezuela,215301,0,2396,0,199202,0,13703,316,7590,84,3359014,118419,28365471,South America,2021-05-17
73,Qatar,213485,302,532,2,207796,719,5157,196,76033,189,1973886,703000,2807805,Asia,2021-05-17
74,Oman,206297,786,2206,13,191065,723,13026,238,39527,423,1550000,296981,5219189,Asia,2021-05-17
75,Bosnia and Herzegovina,202490,71,9051,25,169455,906,23984,0,62057,2774,945559,289786,3262955,Europe,2021-05-17
76,Bahrain,200977,0,746,0,183859,0,16372,160,114670,426,4353926,2484178,1752663,Asia,2021-05-17
77,Libya,181714,304,3092,4,168378,250,10244,0,26136,445,986596,141903,6952613,Africa,2021-05-17
78,Nigeria,165709,0,2066,0,156413,0,7230,11,787,10,1977479,9391,210568792,Africa,2021-05-17
79,Kenya,165537,72,3013,10,113874,262,48650,108,3021,55,1746449,31870,54799111,Africa,2021-05-17
80,North Macedonia,154725,27,5230,19,146043,192,3452,111,74269,2510,757794,363747,2083299,Europe,2021-05-17
81,Myanmar,143065,0,3212,0,132115,0,7738,0,2614,59,2601770,47540,54727963,Asia,2021-05-17
82,Sri Lanka,142746,0,962,0,118322,0,23462,0,6642,45,3075321,143094,21491623,Asia,2021-05-17
83,S. Korea,132290,619,1903,3,122163,399,8224,151,2578,37,9353300,182298,51307738,Asia,2021-05-17
84,Albania,132015,0,2432,0,124312,0,5271,18,45917,846,674402,234571,2875050,Europe,2021-05-17
85,Latvia,128125,147,2269,3,117799,568,8057,71,68592,1215,2494618,1335505,1867921,Europe,2021-05-17
86,Estonia,127206,153,1223,1,118772,94,7211,32,95837,921,1362651,1026622,1327315,Europe,2021-05-17
87,Cuba,125511,1057,814,10,117749,1089,6948,126,11087,72,4015883,354742,11320573,North America,2021-05-17
88,Algeria,125311,0,3374,0,87359,0,34578,28,2814,76,230861,5183,44539145,Africa,2021-05-17
89,Norway,119437,138,774,0,88952,0,29711,21,21882,142,5423294,993604,5458204,Europe,2021-05-17
90,Thailand,111082,9635,614,25,67200,1397,43268,1228,1588,9,8124896,116148,69952942,Asia,2021-05-17
91,Kyrgyzstan,100732,259,1711,8,93886,284,5135,85,15221,259,1059935,160165,6617784,Asia,2021-05-17
92,Montenegro,98898,46,1562,1,95999,97,1337,60,157447,2487,395995,630430,628135,Europe,2021-05-17
93,Uzbekistan,96893,223,670,2,92303,192,3920,23,2859,20,1377915,40657,33891238,Asia,2021-05-17
94,Ghana,93243,0,783,0,91146,0,1314,7,2947,25,1118523,35356,31636020,Africa,2021-05-17
95,Zambia,92460,24,1261,1,90862,46,337,40,4910,67,1474620,78313,18829768,Africa,2021-05-17
96,Finland,90249,144,933,2,46000,0,43316,27,16266,168,4766116,859032,5548239,Europe,2021-05-17
97,Cameroon,74946,0,1152,0,70497,0,3297,385,2764,42,1518411,55991,27118683,Africa,2021-05-17
98,El Salvador,71479,0,2191,4,66903,0,2385,22,10972,336,956458,146814,6514767,North America,2021-05-17
99,Cyprus,71064,0,346,0,39061,0,31657,50,58488,285,5881056,4840280,1215024,Asia,2021-05-17
100,Mozambique,70463,21,828,2,68731,6,904,21,2201,26,537525,16790,32013672,Africa,2021-05-17
101,Luxembourg,69065,37,808,2,66183,0,2074,30,108792,1273,2761206,4349500,634833,Europe,2021-05-17
102,Afghanistan,63819,221,2751,6,55010,324,6058,1124,1608,69,432676,10902,39688992,Asia,2021-05-17
103,Singapore,61613,28,31,0,61123,19,459,3,10460,5,10441802,1772663,5890461,Asia,2021-05-17
104,Namibia,51218,0,718,0,48247,0,2253,66,19845,278,409887,158816,2580891,Africa,2021-05-17
105,Botswana,49656,0,761,0,46640,0,2255,1,20752,318,1089391,455268,2392857,Africa,2021-05-17
106,Mongolia,49175,533,214,7,41844,944,7117,103,14793,64,2833138,852277,3324198,Asia,2021-05-17
107,Jamaica,47396,77,863,3,23281,157,23252,23,15945,290,355604,119633,2972449,North America,2021-05-17
108,Ivory Coast,46656,0,298,0,46079,0,279,0,1732,11,608960,22600,26944545,Africa,2021-05-17
109,Maldives,44523,0,97,0,28459,0,15967,90,81125,177,794211,1447130,548818,Asia,2021-05-17
110,Uganda,42779,0,347,0,41971,0,461,24,910,7,1059988,22558,46990201,Africa,2021-05-17
111,Senegal,40872,22,1127,2,39597,24,148,10,2387,66,499075,29141,17126224,Africa,2021-05-17
112,Madagascar,40204,63,771,8,37945,122,1488,268,1420,27,195878,6920,28307945,Africa,2021-05-17
113,Zimbabwe,38560,0,1582,0,36329,0,649,12,2562,105,445957,29629,15051170,Africa,2021-05-17
114,Sudan,34272,0,2446,0,27949,0,3877,0,766,55,232965,5207,44737269,Africa,2021-05-17
115,Malawi,34214,0,1153,0,32210,0,851,11,1749,59,239091,12225,19558322,Africa,2021-05-17
116,Angola,30637,0,659,0,25715,0,4263,22,908,20,527590,15632,33750530,Africa,2021-05-17
117,DRC,30609,47,776,0,26603,0,3230,0,333,8,155288,1689,91917040,Africa,2021-05-17
118,Malta,30484,4,417,0,29920,15,147,0,68879,942,898798,2030861,442570,Europe,2021-05-17
119,Australia,29978,3,910,0,28900,0,168,1,1164,35,17542376,681057,25757558,Australia/Oceania,2021-05-17
120,Cabo Verde,28168,0,249,0,25023,0,2896,23,50188,444,158645,282665,561247,Africa,2021-05-17
121,Rwanda,26141,0,344,0,24764,0,1033,2,1976,26,1371636,103672,13230555,Africa,2021-05-17
122,Gabon,23799,0,143,0,20379,0,3277,15,10478,63,767445,337891,2271282,Africa,2021-05-17
123,Syria,23738,0,1698,0,20780,0,1260,0,1328,95,103566,5796,17869274,Asia,2021-05-17
124,Guinea,22746,0,151,0,20366,0,2229,24,1692,11,445243,33125,13441345,Africa,2021-05-17
125,Réunion,22644,0,169,0,21603,0,872,36,25135,188,102720,114021,900885,Africa,2021-05-17
126,Cambodia,22544,360,154,4,13006,886,9384,0,1332,9,1079873,63821,16920328,Asia,2021-05-17
127,French Guiana,21465,0,108,0,9995,0,11362,28,70287,354,234758,768713,305391,South America,2021-05-17
128,Mayotte,20176,0,171,0,2964,0,17041,6,72439,614,176919,635204,278523,Africa,2021-05-17
129,Mauritania,18828,0,457,0,18090,0,281,14,3959,96,249519,52469,4755551,Africa,2021-05-17
130,French Polynesia,18815,0,141,0,18650,0,24,1,66643,499,26355,93350,282325,Australia/Oceania,2021-05-17
131,Eswatini,18520,0,672,0,17800,0,48,3,15821,574,199225,170186,1170630,Africa,2021-05-17
132,Trinidad and Tobago,16255,0,285,0,10208,0,5762,15,11582,203,153053,109055,1403445,North America,2021-05-17
133,Guadeloupe,16017,0,221,0,2242,0,13554,33,40024,552,195404,488285,400184,North America,2021-05-17
134,Guyana,15271,0,341,0,12967,0,1963,14,19334,432,137081,173550,789864,South America,2021-05-17
135,Somalia,14486,0,753,0,6325,0,7408,0,890,46,120132,7380,16277182,Africa,2021-05-17
136,Mali,14190,0,511,0,9227,0,4452,0,684,25,284272,13696,20755750,Africa,2021-05-17
137,Papua New Guinea,13707,0,136,0,11034,0,2537,0,1507,15,110286,12127,9094256,Australia/Oceania,2021-05-17
138,Andorra,13555,45,127,0,13211,56,217,12,175190,1641,193595,2502100,77373,Europe,2021-05-17
139,Burkina Faso,13397,0,164,0,13199,0,34,0,626,8,184102,8603,21399698,Africa,2021-05-17
140,Haiti,13353,0,271,0,12414,0,668,0,1159,24,60085,5214,11523564,North America,2021-05-17
141,Togo,13275,0,125,0,11897,0,1253,0,1572,15,323274,38271,8447012,Africa,2021-05-17
142,Belize,12714,0,323,0,12337,0,54,1,31478,800,124603,308499,403901,North America,2021-05-17
143,Curaçao,12254,0,120,0,12069,0,65,18,74411,729,103551,628805,164679,North America,2021-05-17
144,Suriname,11950,0,228,0,10237,0,1485,30,20213,386,55763,94319,591214,South America,2021-05-17
145,Hong Kong,11826,1,210,0,11531,6,85,2,1566,28,14841321,1965735,7550012,Asia,2021-05-17
146,Martinique,11736,0,90,0,98,0,11548,24,31295,240,170302,454125,375011,North America,2021-05-17
147,Djibouti,11434,0,151,0,11266,0,17,0,11428,151,154011,153934,1000501,Africa,2021-05-17
148,Congo,11343,0,148,0,8208,0,2987,0,2013,26,141948,25187,5635839,Africa,2021-05-17
149,Bahamas,11024,0,216,0,9967,0,841,5,27802,545,91550,230884,396519,North America,2021-05-17
150,Aruba,10854,0,104,0,10662,0,88,14,101286,970,157746,1472033,107162,North America,2021-05-17
151,Lesotho,10790,0,320,0,6427,0,4043,0,5002,148,87981,40788,2157056,Africa,2021-05-17
152,South Sudan,10652,0,115,0,10462,0,75,0,942,10,159088,14069,11308016,Africa,2021-05-17
153,Seychelles,9184,0,32,0,6413,0,2739,0,92882,324,21504,217480,98878,Africa,2021-05-17
154,Benin,7995,0,101,0,7652,0,242,35,645,8,595112,47999,12398337,Africa,2021-05-17
155,Equatorial Guinea,7694,0,112,0,7279,0,303,7,5333,78,123169,85366,1442826,Africa,2021-05-17
156,Nicaragua,7086,0,184,0,4225,0,2677,0,1059,27,0,0,6693189,North America,2021-05-17
157,CAR,6866,0,95,0,5112,0,1659,2,1400,19,40907,8344,4902756,Africa,2021-05-17
158,Iceland,6548,11,29,0,6456,11,63,4,19081,85,631957,1841501,343175,Europe,2021-05-17
159,Yemen,6543,0,1289,0,3023,0,2231,23,215,42,36546,1202,30395998,Asia,2021-05-17
160,Gambia,5940,0,175,0,5674,0,91,3,2400,71,76379,30855,2475455,Africa,2021-05-17
161,Niger,5333,0,192,0,4953,0,188,2,214,8,102334,4099,24963103,Africa,2021-05-17
162,San Marino,5083,0,90,0,4968,0,25,4,149531,2648,63241,1860412,33993,Europe,2021-05-17
163,Chad,4904,0,173,0,4688,0,43,0,291,10,116839,6941,16833892,Africa,2021-05-17
164,Saint Lucia,4818,0,75,0,4516,0,227,2,26134,407,43118,233879,184360,North America,2021-05-17
165,Timor-Leste,4589,131,10,0,2406,70,2173,0,3424,7,85223,63587,1340259,Asia,2021-05-17
166,Vietnam,4359,184,37,1,2668,0,1654,0,44,4,3091540,31514,98101977,Asia,2021-05-17
167,Burundi,4329,0,6,0,773,0,3550,0,355,5,279132,22885,12197235,Africa,2021-05-17
168,Sierra Leone,4107,0,79,0,3104,0,924,0,506,10,153257,18879,8117836,Africa,2021-05-17
169,Channel Islands,4057,0,86,0,3956,0,15,0,23148,491,454413,2592794,175260,Europe,2021-05-17
170,Barbados,3967,0,46,0,3922,0,-1,0,13790,160,162817,565962,287682,North America,2021-05-17
171,Comoros,3863,0,146,0,3699,0,18,0,4362,165,0,0,885680,Africa,2021-05-17
172,Eritrea,3844,0,12,0,3654,0,178,0,1071,3,23693,6601,3589136,Africa,2021-05-17
173,Guinea-Bissau,3746,0,67,0,3438,0,241,9,1865,33,65627,32677,2008341,Africa,2021-05-17
174,Liechtenstein,2990,5,58,0,2887,0,45,3,78223,1517,39109,1023153,38224,Europe,2021-05-17
175,New Zealand,2651,5,26,0,2607,6,18,0,530,5,2082570,416339,5002100,Australia/Oceania,2021-05-17
176,Monaco,2493,0,32,0,2434,0,27,1,63138,810,51953,1315765,39485,Europe,2021-05-17
177,Bermuda,2466,0,32,0,2250,0,184,7,39725,515,253555,4084524,62077,North America,2021-05-17
